name,gender,education,biography,age,position,tenure,company_name
陈鑫,性别:男,学历:硕士,"陈鑫先生:1972年1月出生,中共党员,中国国籍,无境外居留权,硕士研究生学历,研究员级高级工程师。历任中国电子科技集团公司第二十九研究所副所长、党委委员,中国电子科技网络信息安全有限公司董事、董事长、总经理、党委副书记、党委书记,中国电子科技集团公司第三十研究所常务副所长、党委委员、所长、党委书记,本公司董事、董事长、党委书记,中国电子科技集团公司第三十六研究所所长、党委副书记;现任中国电子科技网络信息安全有限公司董事、董事长、党委书记,中国电子科技集团公司第三十研究所党委书记,本公司董事、董事长、党委书记。",当前年龄:52,"职务:董事长,非独立董事",任职时间:2024-08-28至今,电科网安
魏洪宽,性别:男,学历:本科,"魏洪宽先生:中国国籍,无境外居留权,1974年6月生,本科学历,高级工程师,中共党员。历任本公司项目管理部经理、产品部主任、政府行业销售部经理、电子商务安全部经理、总经理助理、副总经理,中国电子科技网络信息安全有限公司经营发展部副总经理、总经理等职务。2019年4月至今任本公司副总经理,2023年3月至今在本公司代行总经理职责。",当前年龄:50,"职务:代理总经理,法定代表人,副总经理,非独立董事",任职时间:2019-04-01至今,电科网安
魏敏,性别:女,学历:硕士,"魏敏女士:1968年6月出生,中共党员,中国国籍,无境外居留权,硕士研究生学历,正高级工程师。历任中国电子科技集团公司第十研究所人事教育处处长、人事处处长,党委组织部部长、所长助理兼技改办主任、副所长、党委委员,中国电子科技网络信息安全有限公司党委委员、副总经理,现任中国电子科技集团公司第三十研究所副所长,中国电子科技网络信息安全有限公司董事、总经理、党委副书记。",当前年龄:56,"职务:副董事长,非独立董事",任职时间:2024-08-28至今,电科网安
周俊,性别:男,学历:硕士,"周俊先生:中国国籍,无境外居留权,1976年9月生,硕士研究生学历,正高级工程师,中共党员。历任中国电子科技集团公司第三十研究所六部副主任,2013年9月至今任本公司副总经理。",当前年龄:48,"职务:副总经理,非独立董事",任职时间:2013-08-28至今,电科网安
刘志惠,性别:女,学历:硕士,"刘志惠女士:中国国籍,无境外居留权,1974年7月生,经济学硕士学历,注册会计师,中共党员。历任本公司证券部副经理、证券事务代表、内部审计部主任,中国电子科技集团公司第三十研究所财务处副处长、中国电子科技网络信息安全有限公司财务部副总经理。2019年4月至今任本公司副总经理、财务总监,2019年7月至今任本公司董事会秘书。",当前年龄:50,"职务:副总经理,董事会秘书,财务总监",任职时间:2019-04-01至今,电科网安
张剑,性别:男,学历:硕士,"张剑先生:中国国籍,无境外居留权,1976年8月生,硕士研究生学历,高级工程师,中共党员。历任中国电子科技集团第三十研究所第二事业部副主任、网络空间系统事业部副主任、云计算与大数据事业部总经理、党总支部书记等职务,2020年4月至今任本公司副总经理。",当前年龄:48,职务:副总经理,任职时间:2020-04-27至今,电科网安
王培春,性别:男,学历:本科,"王培春先生:中国国籍,无境外居留权,1973年2月生,本科学历,高级工程师,中共党员。历任中国电子科技集团第三十研究所一部主任助理、一部行政副主任、十部主任助理、党政服务中心主任、党政业务处副处长,本公司特种行业营销部经理、北方营销中心总经理、总经理助理,2021年2月至今任本公司副总经理。",当前年龄:51,职务:副总经理,任职时间:2021-02-06至今,电科网安
吴向阳,性别:男,学历:本科,"吴向阳先生:中国国籍,无境外居留权,1968年5月生,本科学历,高级工程师,中共党员。历任中国电子科技集团第三十研究所第十专业部副主任,本公司金融销售总监、政务营销部经理、西部大区总经理、总经理助理,2021年2月至今任本公司副总经理。",当前年龄:56,职务:副总经理,任职时间:2021-02-06至今,电科网安
汪再军,性别:男,学历:硕士,"汪再军先生:1969年4月出生,中共党员,中国国籍,无境外居留权,硕士研究生学历,高级会计师。历任中国电子科技集团公司第十研究所财务处处长、副总经济师,四川天奥空天信息技术有限公司董事长,中电天奥有限公司副总经济师,现任中国电子科技网络信息安全有限公司总会计师,中国电子科技集团公司第三十研究所总会计师,本公司董事。",当前年龄:55,职务:非独立董事,任职时间:2024-08-28至今,电科网安
王运兵,性别:男,学历:硕士,"王运兵先生:1980年4月出生,中共党员,中国国籍,无境外居留权,硕士研究生学历,正高级工程师。历任中国电子科技集团公司第三十研究所十部主任,一部常务副主任、主任/党总支部副书记,二部主任/党总支部书记,中国电子科技集团有限公司战略规划部能力建设处高级经理、战略部职能与流程办公室(综合办公室)临时负责人(挂职),现任中国电子科技集团公司第三十研究所副所长,中国电子科技网络信息安全有限公司副总经理。",当前年龄:44,职务:非独立董事,任职时间:2024-08-28至今,电科网安
黄卫平,性别:男,学历:本科,"黄卫平先生:1963年9月出生,中共党员,中国国籍,无境外居留权,本科学历,注册会计师、高级经营师。历任四川北方红光特种化工有限公司财务处副处长,湖北东方化工有限公司总会计师、董事,辽宁北方华丰特种化工有限公司总会计师、董事,北方化学工业股份有限公司监事会主席、纪委书记、总会计师、董事会秘书,中国北方化学研究院集团有限公司财务处长、科技委委员,中国纤维素行业协会秘书长、副理事长、支部书记,现任中国纤维素行业协会秘书长助理,2024年5月至今任本公司独立董事。",当前年龄:61,职务:独立董事,任职时间:2024-08-28至今,电科网安
冯渊,性别:女,学历:硕士,"冯渊女士:1971年11月出生,中国国籍,无境外居留权,会计学硕士、注册会计师。历任四川华信(集团)会计师事务所经理、副总经理、中国证券监督管理委员会发审委专职委员、华西证券投行总部质量控制部总经理,现任四川华信(集团)会计师事务所合伙人,2019年4月至今任本公司独立董事。",当前年龄:53,职务:独立董事,任职时间:2024-08-28至今,电科网安
唐光兴,性别:男,学历:博士,"唐光兴先生:1966年1月出生,中国国籍,无境外居留权,经济学博士,正高级会计师、注册会计师、注册资产评估师、非执业律师,国务院政府特殊津贴专家。历任四川省财政厅工交财务处科员,四川省国资局企业处副处长,四川省资产评估事务所所长,四川华衡资产评估有限公司董事长;现任四川天健华衡资产评估有限公司董事长,四川银行外部监事,四川日昇投资有限公司监事,四川中兴投资管理咨询有限责任公司董事,四川省资产评估协会副会长,中国资产评估协会评估准则技术委员会委员、申诉委员会委员、常务理事,2024年5月至今任本公司独立董事。",当前年龄:58,职务:独立董事,任职时间:2024-08-28至今,电科网安
程虹,性别:女,学历:本科,"程虹女士:1972年12月出生,中共党员,中国国籍,无境外居留权,本科学历,审计师。历任中国电子科技集团公司第三十研究所纪审法规处处长、党支部书记,纪检监察审计处处长、纪委副书记、纪委委员,法务审计与风险控制处副处长、处长;中国电子科技网络信息安全有限公司纪委委员、纪检监察审计部主任、法务审计与风险控制部(监事会办公室)副总经理、主任、直属党支部书记;现任中国电子科技集团公司第三十研究所纪委委员、法务审计与风险控制部主任,中国电子科技网络信息安全有限公司法务审计与风险控制部主任、直属党支部书记。",当前年龄:52,"职务:监事会主席,股东代表监事",任职时间:2024-08-28至今,电科网安
曹楠,性别:女,学历:硕士,"曹楠女士:1989年3月出生,中共党员,中国国籍,无境外居留权,硕士研究生学历,中级会计师。历任中国电子科技集团公司第三十研究所、中国电子科技网络信息安全有限公司财务部中级会计师、综合组组长;现任中国电子科技集团公司第三十研究所财务部副主任,中国电子科技网络信息安全有限公司财务部副主任。",当前年龄:35,职务:股东代表监事,任职时间:2024-08-28至今,电科网安
杨珊,性别:女,学历:硕士,"杨珊女士:1995年3月出生,中共党员,中国国籍,无境外居留权,硕士研究生学历,初级会计师。历任成都地铁运营有限公司运营一分公司预算管理职务,中电科网络安全科技股份有限公司会计、资金主管职务;现任中电科网络安全科技股份有限公司行政管理职务。",当前年龄:29,职务:职工代表监事,任职时间:2024-08-28至今,电科网安
刘江,性别:男,学历:硕士,"刘江,历任国网成都供电公司总经理助理、办公室主任,国网都江堰市供电公司党委书记、副总经理,国网天府新区供电公司副总经理,国网四川省电力公司办公室(党委办公室、董事会办公室)副主任,国网乐山供电公司总经理、党委副书记。2023年12月至今任公司董事长、党委书记。",当前年龄:49,"职务:董事长,法定代表人,董事",任职时间:2023-12-08至今,乐山电力
邱永志,性别:男,学历:博士,"邱永志,历任四川西昌电力股份有限公司董事会秘书,四川蜀能电力产业管理有限公司、四川格瑞德资产管理公司副总经理。2022年5月至今任公司董事、总经理、党委副书记。",当前年龄:54,"职务:总经理,董事",任职时间:2022-05-05至今,乐山电力
林晓华,性别:男,学历:硕士,"林晓华,历任天津普林电路股份有限公司党总支副书记、副董事长、董事会秘书、副经理、工会主席。现任天津中环信息产业集团有限公司董事、总经理。2021年1月至今任公司副董事长。",当前年龄:39,"职务:副董事长,董事",任职时间:2022-05-23至今,乐山电力
吴英俊,性别:男,学历:硕士,"吴英俊,历任国网四川省电力公司眉山公司财务部主任,国网德阳供电公司总会计师,四川峨眉山电力股份有限公司总会计师、纪委书记、工会主席。2020年6月至今任公司副总经理职务。",当前年龄:58,职务:副总经理,任职时间:2020-06-09至今,乐山电力
游涛,性别:男,学历:硕士,"游涛,历任乐山电业局局长助理、财务部主任,国网宜宾供电公司总会计师。2016年7月至2022年11月任公司总会计师。2022年11月至今任公司副总经理、董事会秘书。",当前年龄:54,"职务:副总经理,董事会秘书",任职时间:2022-11-14至今,乐山电力
周雪宁,性别:男,学历:硕士,"周雪宁,历任国网乐山供电公司运维检修部主任,国网乐山市沙湾供电公司总经理、党委副书记。2022年11月任公司副总经理。",当前年龄:40,职务:副总经理,任职时间:2022-11-14至今,乐山电力
熊海涛,性别:男,学历:硕士,"熊海涛,历任国网凉山供电公司营销部(农电工作部)副主任,国网四川省电力公司客户服务中心技术支持二室副经理、经理,国网四川省电力公司营销服务中心营销稽查与反窃电部主任。2022年11月任公司副总经理。",当前年龄:45,职务:副总经理,任职时间:2022-11-14至今,乐山电力
康军,性别:男,学历:本科,"康军,历任中国民族证券乐山大桥西街证券营业部财务部经理、合规专员、总经理助理。现任乐山国有资产投资运营(集团)有限公司副总经理。2019年2月至今任公司董事。",当前年龄:57,职务:董事,任职时间:2022-05-23至今,乐山电力
尹强,性别:男,学历:本科,"尹强,历任四川省犍为县委常委、政法委书记,四川省乐山市国有资产监督管理委员会党委委员、副主任。现任乐山国有资产投资运营(集团)有限公司党委副书记、董事、总经理。2020年3月至今任公司董事。",当前年龄:51,职务:董事,任职时间:2022-05-23至今,乐山电力
刘苒,性别:女,学历:硕士,"刘苒,历任天津华宁电子有限公司技术部经理,飞思卡尔半导体(中国)有限公司汽车电子事业部产品工程师。现任天津渤海海胜股权投资基金管理有限公司高级投资经理。2022年4月至今任公司董事。",当前年龄:42,职务:董事,任职时间:2022-05-23至今,乐山电力
乔一桐,性别:男,学历:硕士,"乔一桐先生:1994年11月出生,汉族,中国国籍,无境外永久居留权,硕士研究生学历,注册会计师。2019年10月至2021年1月,任德勤华永会计师事务所(特殊普通合伙)北京分所审计员;2021年2月至2021年7月任安永(中国)企业咨询有限公司天津分公司咨询顾问。2021年9月至今任职于天津中环信息产业集团有限公司财务部。",当前年龄:30,职务:董事,任职时间:2024-04-19至今,乐山电力
吉利,性别:女,学历:博士,"吉利,历任西南财经大学会计学院讲师、副教授。现任西南财经大学会计学院教授、博士生导师。2013年10月至2014年10月曾任公司独立董事。2021年5月至今任公司独立董事。",当前年龄:46,职务:独立董事,任职时间:2022-05-23至今,乐山电力
何曙光,性别:男,学历:博士,"何曙光,历任天津大学管理与经济学部副教授、教授。现任天津大学管理与经济学部教授。2021年1月至今任公司独立董事。",当前年龄:49,职务:独立董事,任职时间:2022-05-23至今,乐山电力
潘鹰,性别:男,学历:硕士,"潘鹰,历任四川省人民检察院科员,成都市中级人民法院副主任科员。现任西南财经大学法学院副教授。2022年5月至今任公司独立董事。",当前年龄:51,职务:独立董事,任职时间:2022-05-23至今,乐山电力
姜希猛,性别:男,学历:博士,"姜希猛,历任首都钢铁公司工程师;内蒙古林业大学讲师;Abbott Japan专家;Dynax Japan技术总监;深圳建筑科学研究院有限公司可再生能源应用首席专家;深圳创益科技发展有限公司工程技术中心总监;深圳清华大学研究院研究员。现任乐山太阳能研究院院长,乐山职业技术学院教授、高级工程师。2019年9月至今任公司独立董事。",当前年龄:57,职务:独立董事,任职时间:2022-05-23至今,乐山电力
王丹丹,性别:女,学历:硕士,"王丹丹,历任天津市中环投资有限公司经理助理,天津中环电子信息集团有限公司财务部副部长,天津中环资产管理有限公司财务部部长。现任天津中环信息产业集团有限公司财务部部长。2021年1月至今任公司监事会主席。",当前年龄:44,"职务:监事会主席,监事",任职时间:2022-05-23至今,乐山电力
凌先富,性别:男,学历:硕士,"凌先富,历任国网四川省电力公司财务资产部专责,证券管理部专责、经营监管处处长。现任证券管理部发展运营处处长。2014年10月至今任公司监事。",当前年龄:49,职务:监事,任职时间:2022-05-23至今,乐山电力
曾媛,性别:女,学历:本科,"曾媛,历任乐山市商业银行股份有限公司计划财务部总经理助理、副总经理,乐山国有资产投资运营(集团)有限公司财务总监。2022年5月至今任公司监事。",当前年龄:46,职务:监事,任职时间:2022-05-23至今,乐山电力
杜品春,性别:男,学历:本科,"杜品春,历任乐山市粮食局财务科科长,乐山市粮食局党组成员、纪检组长。2007年2月至今任公司监事(其中:2007年2月至2014年10月任公司监事会主席。)2006年5月至2023年7月任公司纪委书记。",当前年龄:59,职务:职工监事,任职时间:2022-05-23至今,乐山电力
贾海燕,性别:女,学历:硕士,"贾海燕,历任国网绵阳供电公司监察部(纪委办公室)主任,国网绵阳供电公司党委组织部(人力资源部)主任。2021年9月任公司工会主席。2022年5月至今任公司监事。",当前年龄:45,职务:职工监事,任职时间:2022-05-23至今,乐山电力
邬良军,性别:男,学历:硕士,"邬良军,历任国网阿坝供电公司三级职员,国网阿坝电力有限责任公司财务总监,国网阿坝供电公司总会计师。2022年11月任公司总会计师。",当前年龄:46,职务:总会计师,任职时间:2022-11-14至今,乐山电力
张景忠,性别:男,学历:大专,"张景忠,历任福建省南平铝厂铝加工分厂工艺班班长、大组长、挤压车间副主任,福建省南平铝业有限公司铝加工分厂挤压车间副主任、主任,福建省南平铝业有限公司销售部门副总经理、总经理,福建省南平铝业有限公司铝型材事业部总经理兼销售部门总经理,南平铝业(成都)有限公司执行董事、董事长,四川福蓉科技股份公司董事长、党支部书记;现任四川福蓉科技股份公司党委书记、董事长,福建省福蓉源新材料高端制造有限公司执行董事、福建省福蓉源再生资源开发有限公司执行董事。",当前年龄:60,"职务:董事长,法定代表人,非独立董事",任职时间:2016-12-17至今,福蓉科技
胡俊强,性别:男,学历:大专,"胡俊强,历福建省南平铝厂铝加工分厂生产技术科技术员、生产技术科副科长、科长、铝加工分厂副厂长,福建省南平铝业有限公司铝加工分厂副厂长兼生产技术科科长,福建省南平铝业有限公司铝型材事业部副总经理,南平铝业(成都)有限公司副总经理、常务副总经理、总经理、董事,四川福蓉科技股份公司总经理、董事;现任四川福蓉科技股份公司党委副书记、总经理、董事,福建省福蓉源新材料高端制造有限公司总经理、福建省福蓉源再生资源开发有限公司总经理。",当前年龄:58,"职务:总经理,非独立董事",任职时间:2016-12-17至今,福蓉科技
何毅,性别:男,学历:本科,"何毅,历任福建省南平铝厂生产部技术员,福建省南平铝业有限公司生产部技术员、工业材开发部副经理、营销部副经理,南平铝业(成都)有限公司计划物流部经理兼营销部副经理、工业材部经理、副总经理兼销售一部经理;2016年12月至今任四川福蓉科技股份公司副总经理兼销售一部经理、常务副总经理兼销售一部经理。",当前年龄:50,职务:常务总经理,任职时间:2022-12-19至今,福蓉科技
陈亚仁,性别:男,学历:大学学历,"陈亚仁先生:1970年11月出生,汉族,中共党员,福建莆田人,1994年8月参加工作,大学学历,高级工程师。历任福建省南平铝厂技术员,福建省华银铝业有限公司技术员、生产技术部副经理、开发部副经理、生产设备部经理、总经理助理、副总经理,福建省南平铝业股份有限公司铝合金材料公司副总经理、铝合金材料事业部常务副总经理(主持工作)、总经理;现任福建省南平铝业股份有限公司总经理助理。",当前年龄:55,"职务:副董事长,董事",任职时间:2024-12-30至今,福蓉科技
彭昌华,性别:男,学历:本科,"彭昌华,历任福建省南平铝厂挤压车间技术员、挤压车间副主任、铝加工分厂设备科副科长,福建省南平铝业有限公司铝加工分厂副厂长、技术中心副总工程师,南平铝业(成都)有限公司副总经理、总工程师;福建省福蓉源新材料高端制造有限公司副总经理、装备部经理,福建省福蓉源再生资源开发有限公司副总经理、装备部经理;现任四川福蓉科技股份公司副总经理,福建省福蓉源再生资源开发有限公司副总经理、福建省福蓉源新材料高端制造有限公司副总经理。",当前年龄:55,职务:副总经理,任职时间:2016-12-17至今,福蓉科技
盛波,性别:男,学历:本科,"盛波,历任福建省南平铝厂铝加工分厂挤压车间工人、技术员,福建省南平铝厂铝加工分厂挤压二车间副主任,福建省南平铝业有限公司铝加工分厂生产部副经理、挤压部经理,福建省南平铝业有限公司铝型材事业部挤压一部经理,福建省南平铝业股份有限公司铝型材事业部工业材开发及销售部经理,福建省南平铝业股份有限公司特种工业材事业部副总经理;现任四川福蓉科技股份公司董事、福建省福蓉源再生资源开发有限公司常务副总经理、福建省福蓉源新材料高端制造有限公司常务副总经理。",当前年龄:53,职务:非独立董事,任职时间:2022-12-19至今,福蓉科技
李杨,性别:男,学历:本科,"李杨先生:1978年10月出生,中共党员,中国国籍,无境外永久居留权,大学本科学历。李杨先生1995年12月至1998年12月在河北张家口市51393部队服役;1998年12月至1999年8月在家待安置工作;1999年8月至2003年3月在崇州市国土资源局崇阳国土所工作;2003年3月至2024年1月,历任崇州市国土资源局三江国土所副所长、崇州市国土资源局土地整治中心副主任、崇州市国土资源局土地开发整理储备中心主任、崇州市农村土地综合整治和农房建设工作指挥部副指挥长、崇州市羊马新城建设投资发展有限责任公司副总经理、成都市蜀州城市建设投资有限责任公司副总经理、崇州市国有资产投资经营有限责任公司副总经理、崇州市崇兴投资有限责任公司副总经理;2024年1月至今任成都蜀州城市发展集团有限公司党委副书记、董事,2024年4月至今任成都兴蜀投资开发有限责任公司董事长兼总经理,成都市蜀州兴宇城市建设有限责任公司董事长兼总经理,成都市蜀州兴业实业发展有限公司执行董事,崇州市蜀州交通发展有限公司执行董事。",当前年龄:47,职务:董事,任职时间:2024-06-27至今,福蓉科技
吴彩民,性别:男,学历:本科,"吴彩民,历任三钢炼铁厂高炉车间炉前工、副工长、工长、高炉车间副炉长、炉长、主任助理,三钢炼铁厂高炉车间副主任、主任,三钢炼铁厂副厂长,福建罗源闽光钢铁有限责任公司副总经理、常务副总经理、总经理,福建罗源闽光钢铁有限责任公司党委副书记兼总经理;现任福建省冶金(控股)有限责任公司综合业务部副经理(主持工作)、四川福蓉科技股份公司董事、福建省金龙稀土股份有限公司董事、福建省南平铝业股份有限公司董事、福建省三钢(集团)有限责任公司董事、中稀(福建)稀土矿业有限公司董事。",当前年龄:53,职务:非独立董事,任职时间:2022-12-19至今,福蓉科技
黄卫,性别:男,学历:本科,"黄卫,历任福建省南平铝厂挤压车间技术员、团支部书记、班长、销售部门市场三部经理;福建省南平铝业有限公司国际部经理、销售部门副总经理;南平铝业(成都)有限公司副总经理、党支部书记、工会主席、董事会秘书;四川福蓉科技股份公司党支部副书记、工会主席、董事会秘书兼法务部经理;现任四川福蓉科技股份公司董事会秘书、工会主席、法务部经理。",当前年龄:53,职务:董事会秘书,任职时间:2016-12-17至今,福蓉科技
郭伟,性别:男,学历:硕士,"郭伟,历任厦门国际信托投资公司副总经理,四川衡平信托投资有限责任公司董事长,宝盈基金管理有限公司董事长,深圳大百汇公司副总经理,华龙证券股份有限公司独立董事、敦煌市京伟文化旅游投资有限责任公司执行董事;现任成都京纬投资管理有限公司执行董事、成都上舍都亭酒店管理有限公司监事、成都闲闲酒店管理有限公司总经理、成都市大邑县安仁镇闲闲旅游资源开发有限公司监事、四川福蓉科技股份公司独立董事。",当前年龄:61,职务:独立董事,任职时间:2022-12-19至今,福蓉科技
邢连超,性别:男,学历:硕士,"邢连超,历任中国石油新疆塔里木油田公司技术员、办公室秘书、监察科长等职,四川迪泰律师事务所合伙人、执业律师,四川广力律师事务所执行主任;现任四川明炬律师事务所合伙人、执业律师,四川福蓉科技股份公司独立董事。",当前年龄:54,职务:独立董事,任职时间:2022-12-19至今,福蓉科技
郑春燕,性别:女,学历:本科,"郑春燕,现任成都顺德信资产评估有限公司执行董事兼总经理,成都万瑞会计师事务所有限公司执行董事兼总经理,四川金时科技股份有限公司独立董事、四川福蓉科技股份公司独立董事。",当前年龄:55,职务:独立董事,任职时间:2022-12-19至今,福蓉科技
院婷婷,性别:女,学历:硕士,"院婷婷女士:1987年10月出生,汉族,内蒙古巴彦淖尔人,2013年7月参加工作,硕士研究生学历,助理经济师。历任福建省三钢(集团)有限责任公司法务专员,福建省华侨实业集团有限责任公司风险控制与审计部法务专员、审计监察法务室副主任、绩效审计法务部副部长、副总法律顾问、法务部经理(首席合规官)、总法律顾问;现任福建省南平铝业股份有限公司副总法律顾问兼风控中心主任。",当前年龄:38,"职务:监事会主席,监事",任职时间:2024-12-30至今,福蓉科技
林亨祥,性别:男,学历:本科,"林亨祥,历任福建省南平铝厂工作人员,福建省南平铝业股份有限公司办公室副主任、主任、董事会秘书、党委副书记,曾任中铝瑞闽股份有限公司监事、福建马坑矿业股份有限公司董事、福建省南铝商务服务有限公司董事长、南平市银城房地产开发有限公司执行董事;现任福建省冶金(控股)有限责任公司董事会秘书、企划部部长,四川福蓉科技股份公司监事,福建省南平铝业股份有限公司董事。",当前年龄:58,职务:非职工代表监事,任职时间:2023-11-17至今,福蓉科技
王仁杰,性别:男,学历:本科,"王仁杰,历任福建省南平铝业有限公司铝合金材料事业部铸造部技术员,南平铝业(成都)有限公司铸造部技术员,四川福蓉科技股份公司铸造部经理助理、铸造部副经理;2021年1月至今,任四川福蓉科技股份公司铸造部经理;2017年2月至今任四川福蓉科技股份公司职工代表监事。",当前年龄:37,职务:职工代表监事,任职时间:2022-12-19至今,福蓉科技
肖学东,性别:男,学历:本科,"肖学东,历任福建省南平铝厂财务处会计,福建瑞闽铝铸轧有限公司财务部主办会计,福建省南平铝厂劳动服务公司综管部副经理,福建省华银铝业有限公司财务部经理,福建省南平铝业股份有限公司财务中心副主任兼资金部经理,福建省福蓉源新材料高端制造有限公司财务总监兼财务部经理,福建省福蓉源再生资源开发有限公司财务总监兼财务部经理;现任四川福蓉科技股份公司财务总监,福建省福蓉源新材料高端制造有限公司财务总监,福建省福蓉源再生资源开发有限公司财务总监。",当前年龄:55,职务:财务总监,任职时间:2016-12-17至今,福蓉科技
蒲加顺,性别:男,学历:博士,"蒲加顺先生:中国国籍,男,汉族,1969年11月出生,中共党员,工学博士,研究员级高级工程师,无境外永久居留权。历任中国北方工业湛江公司工程商务总代表,北方爆破工程公司工程部总经理、总经理助理、副总经理、总经理,北方特种能源集团有限公司副总经理、总经理,董事长、党委书记,北京北方诺信科技有限公司总经理,山西江阳爆破公司董事长,新疆江阳爆破公司董事长,ARC庆华公司副董事长,陕西应用物理化学研究所所长,北方爆破科技有限公司董事长,安徽江南化工股份有限公司董事长等职务。现任中国北方化学研究院集团有限公司董事长、党委书记、科技委主任委员,本公司董事会董事长。",当前年龄:55,"职务:董事长,非独立董事",任职时间:2022-04-18至今,北化股份
杨和成,性别:男,学历:硕士,"杨和成先生:中国国籍,男,汉族,1978年12月出生,中共党员,硕士研究生,工商管理硕士,高级工程师,无境外永久居留权。历任泸州北方化学工业有限公司董事会秘书、权益与风险管理部部长,泸州发展机械有限公司执行董事,北方天普化工有限公司经理,北方天普纤维素有限公司总经理,泸州北方化学工业有限公司总经理助理、副总经理。现任本公司总经理、法定代表人、党委书记、科技委主任委员。",当前年龄:46,"职务:总经理,法定代表人",任职时间:2024-08-12至今,北化股份
朱华,性别:男,学历:硕士,"朱华先生:中国国籍,男,汉族,1978年12月出生,中共党员,化学工程领域硕士,高级工程师,无境外永久居留权。历任本公司泸州分公司副经理、西安分公司副经理、经理。现任广州北方化工有限公司董事,本公司副总经理。",当前年龄:46,职务:副总经理,任职时间:2020-07-13至今,北化股份
曾卫钢,性别:男,学历:本科,"曾卫钢先生:中国国籍,男,汉族,1974年3月出生,中共党员,工业化学专业本科,高级工程师,无境外永久居留权。历任四川北方红光特化公司副总经理、党委书记,泸州北方化学工业有限公司副总经理、安全生产总监,现任本公司副总经理。",当前年龄:50,职务:副总经理,任职时间:2022-03-19至今,北化股份
张维娓,性别:女,学历:硕士,"张维娓女士:中国国籍,女,汉族,1979年12月出生,中共党员,弹药工程与爆破技术专业本科,企业管理专业管理学硕士,高级工程师,无境外永久居留权。历任中国北方化学研究院集团有限公司权益与风险管理处副处长、处长,改革与民品发展处处长、甘肃银光聚银化工有限公司董事、北京奥信化工科技发展有限责任公司董事、山西北化关铝化工有限公司董事、现任中国北方化学研究院集团有限公司职工监事、成都北方化学工业有限责任公司董事,本公司副总经理,公司控股子公司襄阳五二五泵业有限公司执行董事。",当前年龄:45,职务:副总经理,任职时间:2022-03-19至今,北化股份
尉伟华,性别:男,学历:硕士,"尉伟华先生:1981年4月出生,汉族,中共党员,中国国籍,无境外永久居留权,工商管理硕士,高级工程师。历任辽宁北化储运有限公司董事、党委书记、总经理,山西新华防化装备研究院有限公司(曾用名:山西新华化工有限责任公司)副总经理、董事、总经理、党委副书记,宁夏广华奇思活性炭有限公司董事长、法定代表人,本公司党委副书记,现任中国北方化学研究院集团有限公司职工董事,本公司董事、党委书记。曾任北方化学工业股份有限公司总经理。",当前年龄:43,职务:非独立董事,任职时间:2022-04-18至今,北化股份
朱立勋,性别:男,学历:硕士,"朱立勋先生:中国国籍,男,汉族,1973年9月出生,中共党员,工程专业硕士,研究员级高级工程师,无境外永久居留权。历任西安北方惠安化学工业有限公司副总经理,甘肃银光化学工业集团有限公司董事、总经理、党委副书记,西安近代化学研究所党委书记、副院长,中国北方化学研究院集团有限公司董事。现任中国北方化学研究院集团有限公司副总经理,西安北方惠安化学工业有限公司董事长、法定代表人、党委书记、科技委主任委员,北方发展投资有限公司董事,宁波大安化学工业有限公司董事长、法定代表人,西安惠大化学工业有限公司董事长、法定代表人,西安大安化学工业有限公司董事长、法定代表人,本公司董事。",当前年龄:51,职务:非独立董事,任职时间:2022-04-18至今,北化股份
赵斌,性别:男,学历:硕士,"赵斌先生:中国国籍,男,汉族,1972年11月出生,中共党员,工商管理硕士,正高级会计师,无境外永久居留权。历任中国兵器工业集团有限公司财会审计部成本价格处处长、北方投资公司总会计师、中国北方化学研究院集团有限公司总会计师、北方智能微机电集团有限公司监事、中国兵器工业火炸药工程与安全技术研究院副院长。现任中国北方化学研究院集团有限公司总会计师、总法律顾问(首席合规官)、总审计师,本公司董事。",当前年龄:52,职务:非独立董事,任职时间:2023-01-16至今,北化股份
刘天新,性别:男,学历:硕士,"刘天新先生:中国国籍,男,汉族,1968年4月出生,中共党员,工学硕士,正高级工程师,无境外永久居留权。历任北方特种能源集团有限公司副总经理;甘肃银光化学工业集团有限公司监事、监事会主席、党委副书记、纪委书记、工会主席;北方特种能源集团有限公司董事、总经理、党委副书记,现任泸州北方化学工业有限公司董事长、法定代表人、党委书记、科技委主任委员,中国北方化学研究院集团有限公司副总经理,本公司董事。",当前年龄:56,职务:非独立董事,任职时间:2023-05-12至今,北化股份
潘健,性别:男,学历:本科,"潘健先生:中国国籍,男,汉族,1974年01月出生,中共党员,化工机械与设备专业本科,高级工程师,无境外永久居留权。历任泸州北方化学工业有限公司总经理助理、组织人事部部长、组织人事部党支部书记。现任本公司党委副书记、纪委书记、工会主席、职工董事。",当前年龄:50,"职务:职工代表董事,纪委书记,党委副书记",任职时间:2022-01-27至今,北化股份
商红,性别:女,学历:硕士,"商红女士:中国国籍,女,汉族,1971年3月出生,中共党员,经济法学专业,在职研究生学历,高级会计师,无境外永久居留权。历任泸州北方化学工业有限公司财务部主任、经济运行部主任、战略发展部部长、总经理助理;中国北方化学研究院集团有限公司财务金融处处长。现任本公司财务负责人、董事会秘书。",当前年龄:53,"职务:董事会秘书,财务负责人",任职时间:2020-02-23至今,北化股份
